sentence,label
Is your low-carbon transition plan a scheduled resolution item at AGMs?,unsustainable
"Although the marine transportation sector carries a medium-level risk for both transition and physical risks, it has a high exposure to climate change.",unsustainable
"The Global Fixed Income team, for example, has a particular focus on the ‘E’ of ESG—and we're proud to be positioned with a low-carbon approach since 2017.",sustainable
The Financial sector will play a pivotal role in transforming our economy to help support the goal to reduce the impact of climate change.,unsustainable
For relevant Scope 3 categories the calculation methodology for estimating emissions is described.,unsustainable
"Through our business, we anticipate the risks of climate change, work to protect and care for our customers, and enable the transition to the low-carbon economy.",sustainable
"Using a hybrid methodology for calculation, based on supplier information for Scope 1 and 2 emissions, our emissions with participating suppliers totalled 1.5 million metric tons of CO2e.",unsustainable
"Active ownership is generally regarded as one of the most effective mechanisms to reduce risks, maximise returns and have a positive impact on society and the environment.",unsustainable
Scope 2 calculations use the IEA GHG 2020 Conversion Factors for location-based reporting.,unsustainable
"For the year-ended 2019 and years prior, travel was a significant source of carbon emissions for BlackRock.",unsustainable
"Other energy-saving initiatives in Asia have saved 3,700 MWh, avoiding 1,410 tonnes of CO2 emissions.",sustainable
"Other physical risks include the quality, availability and sourcing of water and food security.",unsustainable
We view this as a positive development that will reduce climate risk in a significant portion of our portfolio.,sustainable
"To promote initiatives to reduce environmental loads, cooperation with the property managers (PMs), who manage and operate properties on site, is essential.",unsustainable
